index,FSC-A,SSC-A,HLA-DR,CD3,CD45,CD14,CD56,CD19,CD11c,Population
1,-0.7718192235095632,-0.4310445356467508,1.4300198418496652,-1.1665548480339964,-0.5610271155689537,-0.6831762450823556,-0.5405013412395622,2.11018983818681,0.005752857157407946,B_cells
2,0.5683614638912379,-0.11982506493114646,-1.10587541407183,0.349311013584974,1.02094279302875,-0.421017521202561,0.31494371036618674,-0.673320187403566,-0.7108292921571009,T_cells
3,-1.5139861966268313,-0.38434487881172913,-0.7231975066028136,0.02843812987058174,0.19793244575923352,0.27985452656168897,-0.12860333196461263,-0.22927748079689877,1.9061095770926073,T_cells
4,-0.6824625272888682,-0.7619621341628828,1.5858329344503195,-1.1363460463119945,-1.4195404693638594,-0.641117706748624,-0.2814359901966525,1.9036229100628228,-0.06480865517752896,B_cells
5,-0.9208156565593438,-0.11936076127249395,1.4605065075388834,-0.6819570089001997,-0.5446125550849035,0.17817599115426222,-1.09557687074839,1.6116058341029984,-0.38394255063197497,B_cells
6,-0.5539224143191148,-0.5877175238067419,1.9403293568586908,-0.8903424147705509,-0.45236638532946544,-0.7222760836931745,-0.24092415202049772,1.9929704584324799,0.04225674480042137,B_cells
7,-0.0221618808256421,-0.3367009002947762,1.336123990015488,-1.2087303427224974,-1.3320149844313383,-0.4950980723648134,0.07405156415553027,1.8599273167912371,-1.8738491272013122,B_cells
8,-0.4377390069919231,-0.5841134385732843,1.0950154608919895,-2.2545383637380763,-1.2296555411325691,-0.5658587786749119,-0.342759671148918,1.7106203201920813,-1.574443134292367,B_cells
9,-0.4561427171871786,-0.47874132473334885,1.1629827267447037,-1.4185127732474054,0.18280134293152878,-0.9344175369878044,-0.6742357818397503,1.9478399021771649,0.5319181044866036,B_cells
10,-0.9404680548704745,0.14086920280684873,-0.9905995858304032,0.5555526908168072,0.8700409043556355,-0.6340692259876474,1.5909177698411487,-0.5042666136723983,-0.6640745591603152,T_cells
11,-0.937968333133928,0.354711994055948,2.0111585752734134,-1.4956433543728624,0.33683258758200463,-0.08135678143398821,-0.284002484448294,1.6353744555450738,0.4609542432487423,B_cells
12,0.060524786130869535,-0.5563470149873849,-0.9096612032555977,0.8146260849168079,1.1273364501492291,-0.6752797725780164,0.2280118889400938,-0.32776756926674405,0.13877354280177076,T_cells
13,-0.9677565372337223,-0.5816861273990415,-0.746644389906701,1.0413227294744627,0.5676005276575377,0.21487882931729624,-0.4215652934297284,-0.3082120434816511,-0.9354703698801246,T_cells
14,-0.2763849887352819,0.06341129627697413,0.5648149915983481,-1.3331958315714982,-1.1971923806763123,0.6486623644364042,-0.49856433817623413,-0.46911168782577667,2.886045442068491,Other cells
15,0.4605482836173729,-0.15959082277802766,-0.11127575487764828,0.5648290540935695,-0.09395909060621123,-0.44103279101295517,-0.14272285246030153,-0.5155433616023998,-0.39702664661751025,T_cells
16,0.051430091283618064,-0.3709735860609576,-0.6654845539848825,0.6999557612725973,0.6980073214796745,0.04721119665347374,0.2077223975021819,-0.4721907542795392,0.14579475415675588,T_cells
17,-0.17573879155429462,0.3793646549330625,-1.1137200870877935,-1.1415569778749115,-0.9285056028267795,-0.1912724622928566,2.7843792300083328,-0.49117022094236334,0.6423880219287655,Monocytes
18,0.2634373379308173,1.9764335647627742,0.9575448534114706,-0.9818218229985473,-0.12403817985631413,2.910571553475041,0.8251436019001099,-1.0166231449790526,1.8924658216820518,Other cells
20,-0.3170402097439537,-0.5071620841577782,-0.2957840854347765,0.8204822927601975,0.4506511144325987,-0.04177321872260552,-0.03570852907593588,-0.2946119286242999,-0.532590434029543,T_cells
21,-0.35000569327829545,-0.5942765106858242,-1.016442949873333,0.6464458469982681,-0.6114951931843173,-0.8535886878524185,-0.5776755645833618,-0.5545384262326283,-0.8073669627825681,T_cells
22,-0.8190547582239637,-0.09121959731922649,-0.5516042392295999,0.38163703308619534,0.08096792452915441,-0.393524510295513,-0.03376034298903123,-0.28780684777286303,-0.5478814561197576,T_cells
23,0.3737801451273806,-0.030019446122321526,0.09274607255374301,0.4828143358877078,0.3727039810552116,-0.18340275609019333,2.9913479007627575,-0.5105791632156302,-0.10824867924088914,T_cells
24,-0.47336136108415633,-0.6132201343071859,-0.29478738546426436,0.6238750736545822,1.0011251100377858,-0.2852291609401037,-0.7126914764047636,-0.578751096324235,-0.7498190197043566,T_cells
25,-0.711776059855532,-0.265189807390325,-0.6005893243040364,0.9505939797871118,1.1131266224896508,-0.20319264510544655,-0.780553449905668,-0.39767112688421974,0.06880290030524726,T_cells
26,-0.1541490062815057,-0.1382990609014684,-0.3709754397490452,0.7110826377475558,0.9679889670030918,-0.5312164859505512,-0.11464591952022007,-0.7185026691291223,-0.014428489846949819,T_cells
